City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
348,Sosnovo-Ozerskoye,52.5249,111.5418,57.78,48,72,5.35,RU,broken clouds
349,Jalingo,8.8833,11.3667,88.03,56,77,4.81,NG,light rain
350,Hervey Bay,-25.2986,152.8535,57.02,79,0,3.0,AU,clear sky
351,Marsa Matruh,31.3525,27.2453,77.2,50,0,18.41,EG,clear sky
352,Victor Harbor,-35.5667,138.6167,59.47,90,19,12.12,AU,few clouds
353,Namatanai,-3.6667,152.4333,79.3,83,37,6.71,PG,light rain
354,Cherskiy,68.75,161.3,57.96,45,43,12.33,RU,scattered clouds
355,Bonavista,48.6499,-53.1147,51.8,78,95,7.72,CA,overcast clouds
356,Bathsheba,13.2167,-59.5167,86.61,58,20,20.36,BB,few clouds
357,Saint-Georges,12.0564,-61.7485,76.68,94,75,0.0,GD,broken clouds
358,College,64.8569,-147.8028,54.81,72,20,4.61,US,few clouds
359,Zhangjiakou,40.81,114.8794,64.96,43,3,3.6,CN,clear sky
360,Grindavik,63.8424,-22.4338,54.55,93,90,21.79,IS,overcast clouds
361,Rincon,32.296,-81.2354,88.25,73,75,3.67,US,broken clouds
362,Les Cayes,18.2,-73.75,85.6,65,32,11.65,HT,scattered clouds
363,Faanui,-16.4833,-151.75,80.83,73,99,8.5,PF,overcast clouds
364,Kysyl-Syr,63.8986,122.7617,45.27,85,100,3.76,RU,overcast clouds
365,Pagudpud,18.5616,120.7868,82.36,80,100,7.92,PH,overcast clouds
366,Narsaq,60.9167,-46.05,47.75,59,99,7.2,GL,overcast clouds
367,Tura,25.5198,90.2201,75.49,94,89,8.63,IN,moderate rain
368,Flin Flon,54.7682,-101.865,58.84,82,90,1.36,CA,overcast clouds
369,Salinopolis,-0.6136,-47.3561,85.48,67,9,11.52,BR,clear sky
370,Hunterville,-39.9333,175.5667,48.24,84,100,4.7,NZ,moderate rain
371,Bowmore,34.9421,-79.3031,84.27,75,1,1.01,US,clear sky
372,Mersing,2.4312,103.8405,78.71,94,93,3.44,MY,overcast clouds
373,Aswan,24.0934,32.907,95.99,9,35,15.75,EG,scattered clouds
374,Ostrovnoy,68.0531,39.5131,44.78,73,79,16.17,RU,broken clouds
375,Ayabaca,-4.6398,-79.7149,63.97,53,50,3.02,PE,scattered clouds
376,Asau,46.4333,26.4,70.72,56,78,6.06,RO,broken clouds
377,Dhidhdhoo,6.8833,73.1,82.9,77,100,15.32,MV,overcast clouds
378,Vila Velha,-20.3297,-40.2925,80.96,88,90,5.75,BR,overcast clouds
379,Victoria,22.2855,114.1577,83.32,69,67,7.76,HK,broken clouds
380,Nizwa,22.9333,57.5333,102.47,15,69,9.64,OM,broken clouds
381,Fort Nelson,58.8053,-122.7002,49.59,76,75,2.3,CA,broken clouds
382,Molln,53.6333,10.6833,78.48,60,91,9.22,DE,overcast clouds
383,Muros,42.7762,-9.0603,80.69,46,7,16.17,ES,clear sky
384,Fuengirola,36.54,-4.6247,74.28,74,40,4.18,ES,scattered clouds
385,Cooma,-36.2333,149.1333,37.17,75,26,4.09,AU,scattered clouds
386,Half Moon Bay,37.4636,-122.4286,67.23,72,1,1.99,US,mist
387,Naze,28.3667,129.4833,72.43,87,100,2.8,JP,light rain
388,Dunedin,-45.8742,170.5036,50.81,60,100,14.0,NZ,overcast clouds
389,Shelby,35.2001,-89.8668,84.02,75,100,1.01,US,overcast clouds
390,Codrington,-38.2667,141.9667,52.97,90,100,7.78,AU,overcast clouds
391,Wadena,46.4425,-95.1361,87.84,42,1,4.61,US,clear sky
392,Auki,-8.7676,160.7034,76.53,85,100,3.0,SB,overcast clouds
393,Buala,-8.145,159.5921,79.29,82,92,3.36,SB,overcast clouds
394,Gushikawa,26.3544,127.8686,78.8,94,75,8.57,JP,broken clouds
395,Cartagena Del Chaira,1.3349,-74.8429,85.91,59,43,0.58,CO,scattered clouds
396,Port Shepstone,-30.7414,30.455,62.96,70,2,8.39,ZA,clear sky
397,Hasaki,35.7333,140.8333,66.6,81,100,5.41,JP,overcast clouds
398,Roald,62.5833,6.1333,72.1,82,75,10.36,NO,broken clouds
399,Coffs Harbour,-30.3,153.1333,47.14,94,4,3.44,AU,clear sky
400,Roma,43.2128,-75.4557,84.85,49,1,1.99,US,clear sky
401,Bereda,43.2686,-7.5406,76.41,58,9,7.96,ES,clear sky
402,Margate,51.3813,1.3862,71.46,82,66,3.71,GB,broken clouds
403,Gavrilov-Yam,57.3018,39.8533,73.24,71,29,5.26,RU,scattered clouds
404,Andenes,69.3143,16.1194,50.47,81,27,10.36,NO,scattered clouds
405,Otradnoye,59.7775,30.8181,75.56,49,76,4.43,RU,broken clouds
406,Lastoursville,-0.8143,12.7287,79.41,82,99,2.13,GA,light rain
407,Tezu,27.9167,96.1667,71.85,96,100,2.84,IN,overcast clouds
408,Saint Anthony,45.0205,-93.218,88.93,45,1,1.01,US,clear sky
409,Darhan,49.4867,105.9228,69.26,47,100,9.89,MN,overcast clouds
410,Ellisras,-23.6649,27.7443,57.22,32,0,7.07,ZA,clear sky
411,Lebanon,36.2081,-86.2911,84.9,60,1,0.0,US,clear sky
412,North Platte,41.1239,-100.7654,81.32,62,1,4.61,US,clear sky
413,Khorixas,-20.3667,14.9667,73.74,19,0,11.92,NA,clear sky
414,Mumford,5.2618,-0.759,82.27,74,93,13.27,GH,overcast clouds
415,Komsomolskiy,40.4272,71.7189,93.92,20,8,6.91,UZ,clear sky
416,Weiser,44.251,-116.9693,77.02,31,43,6.67,US,scattered clouds
417,Aksu,41.1231,80.2644,83.34,16,23,9.75,CN,few clouds
418,Gat,31.61,34.7642,78.4,43,0,11.7,IL,clear sky
419,Omsukchan,62.5333,155.8,35.08,95,99,9.15,RU,overcast clouds
420,Burla,21.5,83.8667,84.94,58,82,7.38,IN,moderate rain
421,Palmer,42.1584,-72.3287,87.48,57,20,1.01,US,few clouds
422,Cayenne,4.9333,-52.3333,81.09,86,75,1.99,GF,broken clouds
423,Hirara,24.8,125.2833,82.54,86,100,29.68,JP,overcast clouds
424,Hofn,64.2539,-15.2082,48.9,81,97,4.81,IS,overcast clouds
425,Okhotsk,59.3833,143.3,38.75,92,98,3.38,RU,overcast clouds
426,Rio Grande,-32.035,-52.0986,71.71,71,21,5.5,BR,few clouds
427,Pecos,31.4229,-103.4932,80.31,47,1,0.0,US,clear sky
428,Zhigalovo,54.8097,105.1578,61.21,94,80,4.45,RU,light rain
429,Black River,18.0264,-77.8487,86.99,56,1,11.61,JM,clear sky
430,Dunnville,42.9001,-79.6163,85.23,71,58,19.39,CA,broken clouds
431,Ostersund,63.1792,14.6357,74.61,31,93,11.5,SE,overcast clouds
432,Neuquen,-38.9516,-68.0591,51.69,50,0,9.22,AR,clear sky
433,Maceio,-9.6658,-35.7353,78.24,83,75,14.74,BR,broken clouds
434,Awbari,26.5921,12.7805,99.9,10,0,15.75,LY,clear sky
435,Evanston,42.0411,-87.6901,85.71,50,1,8.01,US,clear sky
436,Imbituba,-28.24,-48.6703,76.89,57,0,11.34,BR,clear sky
437,Pitsunda,43.1592,40.3378,62.78,78,96,6.44,GE,overcast clouds
438,Volsk,52.0333,47.3833,61.18,84,98,10.74,RU,overcast clouds
439,Kasongo,-4.45,26.6667,81.03,50,29,2.46,CD,scattered clouds
440,Jizan,17.3333,42.6667,92.34,45,0,8.19,SA,clear sky
441,Canico,32.6333,-16.85,72.72,63,40,12.12,PT,scattered clouds
442,Belogorsk,50.9158,128.4611,49.03,68,5,6.78,RU,clear sky
443,Tiarei,-17.5333,-149.3333,77.02,78,77,9.91,PF,broken clouds
444,Ballaghaderreen,53.9,-8.5833,57.81,74,99,7.96,IE,overcast clouds
445,Jalu,29.0331,21.5482,89.96,13,0,13.69,LY,clear sky
446,Lapua,62.9693,23.0088,75.0,44,55,4.21,FI,broken clouds
447,Vero Beach,27.6386,-80.3973,88.05,75,75,1.01,US,broken clouds
448,Cardston,49.2,-113.3019,69.46,27,53,9.22,CA,broken clouds
449,Ilulissat,69.2167,-51.1,46.45,57,7,8.57,GL,clear sky
450,San Jose,37.3394,-121.895,68.27,70,20,1.01,US,few clouds
451,Buckeye,33.3703,-112.5838,96.42,13,5,5.35,US,clear sky
452,Saint John,45.2727,-66.0677,77.38,81,40,12.3,CA,scattered clouds
453,Hurricane,37.1753,-113.2899,90.59,14,4,3.8,US,clear sky
454,Russell,32.3502,-85.1999,85.71,67,1,3.47,US,clear sky
455,San Rafael,-34.6177,-68.3301,53.89,52,0,7.05,AR,clear sky
456,Pitimbu,-7.4706,-34.8086,84.79,65,15,13.38,BR,few clouds
457,Gweta,-20.1833,25.2333,63.32,27,0,10.0,BW,clear sky
458,Barabai,-2.5833,115.3833,77.09,84,75,1.7,ID,broken clouds
459,Pagegiai,55.1381,21.9089,67.62,71,40,6.73,LT,scattered clouds
460,Shakiso,5.75,38.9167,61.2,92,96,3.36,ET,light rain
461,Trujillo,-8.116,-79.03,66.16,88,90,4.61,PE,mist
462,Yumen,40.2833,97.2,70.2,40,100,17.31,CN,overcast clouds
463,Morwell,-38.2333,146.4,52.68,78,88,5.35,AU,overcast clouds
464,Kalianget,-7.05,113.9333,81.59,75,54,9.69,ID,broken clouds
465,La Ronge,55.1001,-105.2842,64.65,59,75,5.75,CA,broken clouds
466,Mandan,46.8267,-100.8896,90.03,41,1,6.91,US,clear sky
467,Richards Bay,-28.783,32.0377,61.68,80,18,6.85,ZA,light rain
468,Harper,4.375,-7.7169,82.04,78,56,10.07,LR,light rain
469,Kristiansund,63.1115,7.732,66.25,63,0,13.8,NO,clear sky
470,Ornskoldsvik,63.2909,18.7153,73.22,40,90,4.52,SE,overcast clouds
471,Batagay-Alyta,67.8006,130.4114,38.98,87,100,10.6,RU,light rain
472,Wana,32.2989,69.5725,79.34,42,21,3.96,PK,few clouds
473,General Roca,-39.0333,-67.5833,52.2,33,0,22.15,AR,clear sky
474,Belaya Gora,68.5333,146.4167,66.36,36,71,15.66,RU,broken clouds
475,Bubaque,11.2833,-15.8333,79.48,82,87,10.49,GW,overcast clouds
476,Qaqortoq,60.7167,-46.0333,42.1,72,99,5.59,GL,overcast clouds
477,Panacan,9.2463,118.4082,80.71,82,96,3.83,PH,overcast clouds
478,Verkhoyansk,67.5447,133.385,49.06,87,100,4.38,RU,moderate rain
479,Santiago Del Estero,-27.7951,-64.2615,72.66,59,99,14.12,AR,overcast clouds
480,Lagos,6.5833,3.75,84.52,90,98,5.19,NG,moderate rain
481,Banikoara,11.2985,2.4386,103.55,23,3,2.21,BJ,clear sky
482,Oum Hadjer,13.2954,19.6966,103.48,14,93,9.42,TD,overcast clouds
483,Paranavai,-23.0731,-52.4653,81.81,37,0,13.02,BR,clear sky
484,Victoria Point,-27.5833,153.3,55.9,88,0,3.0,AU,clear sky
485,Tual,-5.6667,132.75,81.0,77,92,18.32,ID,overcast clouds
486,Mut,36.6439,33.4389,76.35,31,61,11.48,TR,broken clouds
487,Cabedelo,-6.9811,-34.8339,84.87,68,16,14.36,BR,few clouds
488,Torrington,41.8007,-73.1212,87.98,60,47,1.99,US,scattered clouds
489,Kobyli,48.9329,16.8916,80.65,66,71,4.43,CZ,broken clouds
490,Innisfail,-17.5333,146.0333,64.09,84,60,4.0,AU,broken clouds
491,Talcahuano,-36.7167,-73.1167,49.68,76,0,6.91,CL,clear sky
492,Viedma,-40.8135,-62.9967,56.8,40,0,13.31,AR,clear sky
493,Port Macquarie,-31.4333,152.9167,46.38,79,25,4.65,AU,scattered clouds
494,Lesnoy,57.6198,63.0784,62.35,57,17,8.57,RU,few clouds
495,Namie,37.4833,141.0,66.72,92,100,3.85,JP,overcast clouds
496,Bida,9.0833,6.0167,91.4,45,28,8.37,NG,scattered clouds
497,Bam,29.106,58.357,99.59,5,1,5.93,IR,clear sky
498,Kainantu,-6.2887,145.8655,60.53,98,94,0.81,PG,overcast clouds
499,Sept-Iles,50.2001,-66.3821,49.24,95,90,5.99,CA,mist
500,Jinchang,38.4953,102.1739,78.96,10,90,8.3,CN,overcast clouds
501,Payo,-3.7508,103.6372,73.36,95,13,2.39,ID,few clouds
502,Caledon,-34.23,19.4265,56.07,57,0,3.13,ZA,clear sky
503,Peleduy,59.6289,112.7406,51.64,92,100,7.45,RU,light rain
504,Wote,-1.7808,37.6288,68.25,66,59,2.59,KE,broken clouds
505,Miram Shah,33.0086,70.0697,87.93,33,54,2.26,PK,broken clouds
506,Hay River,60.8156,-115.7999,42.76,93,75,3.44,CA,broken clouds
507,Lumeje,-11.55,20.7833,69.51,36,100,4.52,AO,overcast clouds
508,Statesboro,32.4488,-81.7832,87.94,61,1,0.0,US,clear sky
509,Klaeng,12.7797,101.6483,88.14,95,100,5.12,TH,overcast clouds
510,Kerman,30.2832,57.0788,94.86,7,20,12.41,IR,few clouds
511,Gijon,43.5357,-5.6615,68.25,76,19,11.01,ES,few clouds
512,Mikhaylovka,50.06,43.2379,57.31,90,100,9.24,RU,overcast clouds
513,Ankpa,7.3706,7.6253,80.53,66,99,7.76,NG,overcast clouds
514,Grimshaw,56.1834,-117.6027,59.02,51,40,13.76,CA,scattered clouds
515,Acarau,-2.8856,-40.12,87.44,53,0,11.36,BR,clear sky
516,Cravo Norte,6.3017,-70.2041,80.62,80,91,3.49,CO,overcast clouds
517,Valdemarpils,57.3707,22.5919,67.42,45,35,6.26,LV,scattered clouds
518,Kaeo,-35.1,173.7833,60.33,94,100,15.88,NZ,light rain
519,Muroto,33.2833,134.15,65.52,89,100,14.72,JP,overcast clouds
520,Urengoy,65.9667,78.3667,37.98,65,88,17.02,RU,overcast clouds
521,Enumclaw,47.2043,-121.9915,56.1,91,100,4.0,US,overcast clouds
522,Huambo,-12.7761,15.7392,78.6,22,0,4.61,AO,clear sky
523,Ridgecrest,35.6225,-117.6709,88.43,21,1,0.0,US,clear sky
524,Goulburn,-34.75,149.7167,36.64,65,84,14.7,AU,broken clouds
525,Caravelas,-17.7125,-39.2481,78.31,75,38,8.77,BR,scattered clouds
526,Paris,48.8534,2.3488,70.95,68,90,1.01,FR,overcast clouds
527,Santa Isabel,-23.3156,-46.2214,77.76,38,0,4.59,BR,clear sky
528,Norman Wells,65.282,-126.8329,46.44,81,75,13.8,CA,light rain
529,Padang,-0.9492,100.3543,76.17,86,100,4.16,ID,overcast clouds
530,Sangar,63.9242,127.4739,48.72,79,94,13.15,RU,overcast clouds
531,Ravar,31.2656,56.8055,94.37,7,0,3.04,IR,clear sky
532,Kovdor,67.5662,30.4758,59.67,49,46,11.41,RU,scattered clouds
533,Manzhouli,49.6,117.4333,60.01,47,5,2.13,CN,clear sky
534,Ballina,-28.8667,153.5667,50.95,91,13,0.0,AU,few clouds
535,Flic En Flac,-20.2742,57.3631,74.52,75,13,9.28,MU,few clouds
536,Kizema,61.113,44.8302,74.61,46,22,3.38,RU,few clouds
537,Tonneins,44.3921,0.3124,74.43,58,10,5.03,FR,clear sky
538,Bowen,-20.0167,148.2333,52.02,71,44,7.99,AU,scattered clouds
539,Sanford,28.8006,-81.2731,90.28,68,20,4.0,US,few clouds
540,Baltasi,56.3462,50.2062,62.94,71,1,6.31,RU,clear sky
541,Nemuro,43.3236,145.575,52.9,81,50,16.04,JP,scattered clouds
542,Kidodi,-7.6036,37.0044,70.36,91,87,3.67,TZ,light rain
543,Campbell River,50.0163,-125.2446,54.32,90,75,2.3,CA,broken clouds
544,Joutseno,61.118,28.5076,73.45,53,100,2.04,FI,overcast clouds
545,Esil,51.9556,66.4042,60.4,37,16,8.39,KZ,few clouds
546,Port Augusta,-32.5,137.7667,47.71,73,5,5.14,AU,clear sky
547,Imeni Poliny Osipenko,52.4201,136.4853,37.26,95,56,4.99,RU,broken clouds
548,Xining,36.6167,101.7667,60.4,35,100,2.46,CN,overcast clouds
549,Pendleton,45.6721,-118.7886,67.91,45,1,1.99,US,clear sky
550,Kurilsk,45.2333,147.8833,51.76,73,4,7.16,RU,clear sky
551,Madingou,-4.1536,13.55,88.97,53,76,1.61,CG,broken clouds
552,Baba Ana,44.9667,26.45,78.85,58,81,3.8,RO,broken clouds
553,Morristown,36.214,-83.2949,84.83,61,1,0.0,US,clear sky
554,Domoni,-12.2569,44.5319,78.19,76,98,14.85,KM,light rain
555,Paamiut,61.994,-49.6678,37.96,92,100,6.02,GL,light rain
556,Krasnovishersk,60.4078,57.082,68.34,49,8,7.61,RU,clear sky
557,Mehamn,71.0357,27.8492,42.57,74,70,17.27,NO,broken clouds
558,Gibsons,49.3997,-123.5027,59.07,80,90,7.02,CA,overcast clouds
559,High Level,58.5169,-117.136,59.11,72,20,0.6,CA,few clouds
560,Pokrovsk,48.282,37.1758,61.99,80,94,8.55,UA,overcast clouds
561,Inayagan,10.2348,123.769,80.55,86,62,1.45,PH,broken clouds
562,Cochrane,51.1834,-114.4687,61.21,64,90,2.42,CA,overcast clouds
563,Qasigiannguit,68.8193,-51.1922,49.91,51,17,11.97,GL,few clouds
564,Husavik,66.0449,-17.3389,64.31,66,52,5.21,IS,broken clouds
565,Nouakchott,18.0858,-15.9785,103.93,40,6,11.3,MR,clear sky
566,Beringovskiy,63.05,179.3167,40.39,82,100,7.87,RU,overcast clouds
567,Port Keats,-14.25,129.55,68.04,37,4,8.72,AU,clear sky
568,Batticaloa,7.7102,81.6924,82.62,73,81,2.93,LK,broken clouds
569,Petrovsk-Zabaykalskiy,51.273,108.843,61.41,52,83,3.29,RU,broken clouds
570,Beyneu,45.3167,55.2,86.94,32,27,19.82,KZ,scattered clouds
571,Matara,5.9485,80.5353,79.0,87,85,11.36,LK,overcast clouds
572,Luena,-11.7833,19.9167,66.16,35,100,4.29,AO,overcast clouds
573,Ullapool,57.8987,-5.1604,65.75,81,92,5.46,GB,overcast clouds
574,Oranjemund,-28.55,16.4333,73.08,22,0,15.7,NA,clear sky
575,Acapulco,16.8634,-99.8901,86.32,60,93,2.95,MX,overcast clouds
576,Baykit,61.67,96.37,39.11,73,24,3.58,RU,few clouds
577,Gwanda,-20.9333,29.0,52.48,63,20,10.0,ZW,few clouds
578,Talakan,50.3167,130.3667,47.46,95,81,1.28,RU,broken clouds
579,Gazimurskiy Zavod,51.5461,118.3266,52.25,68,24,3.04,RU,few clouds
580,Siderno,38.2779,16.302,79.77,47,88,6.24,IT,overcast clouds
581,Novobirilyussy,56.9514,90.6661,44.87,61,51,5.86,RU,broken clouds
582,Turukhansk,65.8167,87.9833,36.25,95,99,13.69,RU,overcast clouds
583,Tiznit,29.5833,-9.5,72.99,47,0,11.48,MA,clear sky
584,Karratha,-20.7377,116.8463,73.18,73,8,8.43,AU,clear sky
585,Forbes,-33.3833,148.0167,37.92,67,86,3.09,AU,overcast clouds
586,Rio Gallegos,-51.6226,-69.2181,32.05,93,0,6.91,AR,clear sky
587,Powell,40.1578,-83.0752,84.9,49,1,4.0,US,clear sky
588,Maihar,24.2667,80.75,87.03,51,67,10.18,IN,broken clouds
589,Bilibino,68.0546,166.4372,52.88,56,95,6.4,RU,overcast clouds
590,Ginda,30.6945,78.4932,67.24,57,92,4.81,IN,overcast clouds
591,Stepnyak,52.8339,70.7803,53.8,44,2,2.77,KZ,clear sky
592,Mankono,8.0586,-6.1897,95.11,38,24,7.4,CI,few clouds
593,Manokwari,-0.8667,134.0833,77.52,83,100,4.32,ID,overcast clouds
594,Kindu,-2.95,25.95,80.29,69,78,2.17,CD,broken clouds
595,Gannan,47.9147,123.5031,51.94,89,10,6.89,CN,clear sky
596,Dok Kham Tai,19.1624,99.9934,75.34,92,100,1.07,TH,moderate rain
597,Bazarnyye Mataki,54.8833,49.9333,58.46,75,48,6.78,RU,scattered clouds
598,Yining,29.0361,114.5636,65.62,76,15,2.68,CN,few clouds
599,Kyaikkami,16.08,97.5675,81.43,83,100,12.77,MM,heavy intensity rain
600,Jiayuguan,39.8167,98.3,70.83,36,100,23.55,CN,moderate rain
601,Tomatlan,19.9333,-105.25,88.34,53,99,2.71,MX,overcast clouds
602,Pryazha,61.6926,33.6216,74.43,49,98,2.46,RU,overcast clouds
603,Umea,63.8284,20.2597,67.93,60,0,10.36,SE,clear sky
604,Illapel,-31.6308,-71.1653,69.03,53,61,4.85,CL,broken clouds
605,Tynda,55.1667,124.7167,49.01,61,0,2.01,RU,clear sky
606,Tougue,11.4667,-11.6,96.39,21,35,8.14,GN,scattered clouds
607,Kutum,14.2,24.6667,92.48,11,24,15.86,SD,few clouds
608,Saryg-Sep,51.5,95.6,45.88,82,89,3.18,RU,overcast clouds
609,Luanda,-8.8368,13.2343,82.4,74,20,10.36,AO,few clouds
610,Suntar,62.1444,117.6319,49.98,71,100,2.48,RU,overcast clouds
611,Zyryanka,65.75,150.85,55.22,45,0,27.31,RU,clear sky
612,Morehead,37.2711,-87.1764,83.86,58,40,0.0,US,scattered clouds
613,Lamu,-2.2717,40.902,78.49,80,54,14.29,KE,broken clouds
614,Lompoc,34.6391,-120.4579,60.93,86,90,5.28,US,mist
615,Lhokseumawe,5.1801,97.1507,77.67,87,62,4.05,ID,broken clouds
616,Gillette,44.2911,-105.5022,85.24,37,1,1.01,US,clear sky
617,Koslan,63.4564,48.8989,74.88,34,13,7.38,RU,few clouds
618,Huilong,31.8111,121.655,75.04,73,6,12.97,CN,light rain
619,Shaunavon,49.6501,-108.4181,69.58,24,78,17.34,CA,broken clouds
620,Krasnorechenskiy,44.6265,135.3532,50.47,88,73,0.51,RU,broken clouds
621,Zhongshu,24.5167,103.7667,63.48,93,40,3.0,CN,light rain
622,Cedar City,37.6775,-113.0619,82.4,19,1,0.0,US,clear sky
623,San Juan,-31.5375,-68.5364,68.72,43,99,13.2,AR,overcast clouds
624,Palana,59.1167,159.9667,43.61,91,100,5.66,RU,overcast clouds
625,Bambanglipuro,-7.95,110.2833,62.6,90,89,4.36,ID,overcast clouds
626,Tazmalt,36.3868,4.3989,90.37,31,97,7.25,DZ,overcast clouds
627,Popondetta,-8.7537,148.2534,72.48,96,100,2.95,PG,overcast clouds
628,Ouango,4.3133,22.5552,76.32,82,93,1.95,CF,overcast clouds
629,Dire Dawa,9.5931,41.8661,80.31,42,65,3.74,ET,broken clouds
630,Barretos,-20.5572,-48.5678,86.31,26,4,9.53,BR,clear sky
631,Itapetinga,-15.2489,-40.2478,82.45,52,56,9.71,BR,broken clouds
632,New Albany,38.2856,-85.8241,84.29,55,20,1.01,US,few clouds
633,Chik,54.9928,82.4311,55.18,71,0,10.38,RU,clear sky
634,Mbour,14.422,-16.9638,86.85,65,47,13.58,SN,scattered clouds
635,Vondrozo,-22.8167,47.2833,61.77,95,80,4.03,MG,light rain
636,Linguere,15.3953,-15.1193,104.22,25,46,4.61,SN,dust
637,Ouegoa,-20.35,164.4333,70.84,87,100,8.95,NC,overcast clouds
638,Jacqueville,5.2052,-4.4146,85.91,76,100,11.61,CI,overcast clouds
639,Adrar,20.5022,-10.0711,104.74,12,4,19.55,MR,clear sky
640,Telfs,47.3,11.0667,66.36,99,100,5.61,AT,moderate rain
641,Storforshei,66.4043,14.5233,71.38,30,0,4.18,NO,clear sky
642,Williams Lake,52.1415,-122.1445,53.17,56,75,1.99,CA,broken clouds
643,Bolshaya Sosnova,57.6713,54.6029,62.85,61,17,5.37,RU,few clouds
644,Medvedka,61.1629,46.387,73.83,50,52,4.41,RU,broken clouds
645,Serik,36.9169,31.0989,80.85,42,5,8.9,TR,clear sky
646,Conceicao Do Araguaia,-8.2578,-49.2647,91.53,43,0,8.88,BR,clear sky
647,Port Blair,11.6667,92.75,83.84,77,100,11.43,IN,overcast clouds
648,Jiuquan,39.7432,98.5174,73.81,33,100,18.21,CN,light rain
649,Baculin,7.4525,126.5842,78.6,86,96,4.54,PH,moderate rain
650,Inverness,57.4791,-4.224,66.11,60,20,3.0,GB,few clouds
